,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
163,11,CASH_IN,3661.76,C1478772369,1921675.32,1925337.08,C1304795559,315900.85,465324.1,0,0
164,11,CASH_OUT,127751.99,C2014116059,243860.3,116108.31,C1148052483,1442139.31,1168958.83,0,0
165,11,CASH_OUT,386268.98,C767397198,60732.0,0.0,C81829688,1143760.08,1864645.75,0,0
166,11,CASH_OUT,254407.92,C779731777,0.0,0.0,C1830344508,495645.0,154886.12,0,0
167,11,CASH_OUT,82336.32,C763359732,0.0,0.0,C1878704627,1111724.08,1411324.83,0,0
168,11,PAYMENT,6453.54,C1713920902,1162547.67,1156094.13,M490109927,0.0,0.0,0,0
169,11,CASH_OUT,129888.04,C626934659,3293.0,0.0,C870583584,0.0,128439.14,0,0
170,11,PAYMENT,9813.61,C422885035,0.0,0.0,M1830560391,0.0,0.0,0,0
171,11,PAYMENT,8008.84,C780416428,22.0,0.0,M1406506691,0.0,0.0,0,0
172,11,CASH_IN,158960.63,C687754564,1113342.78,1272303.42,C1689374891,403273.54,244312.91,0,0
173,11,CASH_IN,23525.46,C338577954,4787671.98,4811197.44,C1839042345,11186337.33,11853190.65,0,0
174,11,CASH_IN,53614.43,C1988544141,3534557.22,3588171.66,C1252386680,965772.89,1082681.27,0,0
175,12,CASH_OUT,151478.5,C960037231,284488.0,133009.5,C1873889419,180472.97,331951.47,0,0
176,12,PAYMENT,16373.2,C1729746814,20207.0,3833.8,M1811080647,0.0,0.0,0,0
177,12,CASH_OUT,393299.42,C1775606237,0.0,0.0,C182908323,2899281.61,3400009.47,0,0
178,12,PAYMENT,2577.58,C1600257906,52970.0,50392.42,M657768433,0.0,0.0,0,0
179,12,CASH_OUT,201831.67,C182108575,53955.0,0.0,C976896991,2655331.25,2868804.5,0,0
180,12,CASH_IN,218595.42,C663433644,100131.0,318726.42,C1138472037,39643.0,167196.49,0,0
181,12,TRANSFER,1761695.23,C1131582921,295630.81,0.0,C2064311715,1869888.12,3631583.34,0,0
182,12,CASH_OUT,210720.32,C1584353526,391314.68,180594.36,C418964192,0.0,210720.32,0,0
183,12,CASH_OUT,60053.42,C1715451877,0.0,0.0,C1817511224,742477.11,802530.53,0,0
184,12,CASH_OUT,208245.51,C984675405,0.0,0.0,C1347476631,1998691.0,2206936.51,0,0
185,12,CASH_IN,313523.84,C845252634,5001.0,318524.84,C32830105,319281.62,5757.77,0,0
186,12,CASH_OUT,302652.4,C1394795249,805946.17,503293.77,C1577634882,484871.82,787524.22,0,0
187,12,CASH_OUT,544113.26,C781456369,15983.0,0.0,C386554824,1511.79,545625.05,0,0
188,12,CASH_OUT,67246.66,C1053469730,0.0,0.0,C233010731,249503.53,316750.19,0,0
189,12,PAYMENT,3750.52,C99796043,0.0,0.0,M551403821,0.0,0.0,0,0
190,12,CASH_IN,61668.76,C875164355,1894866.93,1956535.69,C1541599468,870963.06,809294.3,0,0
191,12,CASH_OUT,95232.53,C494803829,0.0,0.0,C1419794148,6774133.18,6529026.36,0,0
192,12,CASH_IN,424541.81,C992825072,1128732.33,1553274.13,C915177394,1662181.48,1484515.44,0,0
193,12,TRANSFER,686952.35,C585256255,0.0,0.0,C1286885448,1605863.37,2111297.08,0,0
194,12,PAYMENT,13255.56,C1653874887,1941.9,0.0,M2012330051,0.0,0.0,0,0
195,12,CASH_IN,166832.14,C1565933743,6681.0,173513.14,C617009388,0.0,0.0,0,0
196,12,CASH_IN,53034.05,C400494689,20949.0,73983.05,C946931034,311465.0,212530.91,0,0
197,12,PAYMENT,11413.14,C1127556445,0.0,0.0,M1222771802,0.0,0.0,0,0
198,12,TRANSFER,1197723.36,C825830286,11347.0,0.0,C439950871,1195049.12,3116371.26,0,0
199,12,PAYMENT,27829.71,C2120253449,387038.35,359208.63,M1078304045,0.0,0.0,0,0
200,12,CASH_OUT,113753.05,C415792581,439202.06,325449.01,C1165787887,156434.49,245916.25,0,0
201,12,CASH_IN,152530.61,C751242080,2544870.87,2697401.47,C1952166431,583795.43,431264.82,0,0
202,12,CASH_IN,78731.79,C470644717,2566031.59,2644763.37,C421325835,256573.78,177842.0,0,0
203,12,CASH_OUT,212227.64,C32122698,0.0,0.0,C1854117293,1696468.22,4158897.37,0,0
204,12,PAYMENT,9410.55,C1739958997,46027.12,36616.57,M191514851,0.0,0.0,0,0
205,12,CASH_OUT,247115.63,C1506472446,417.0,0.0,C1550593006,728.0,2062562.98,0,0
206,12,PAYMENT,9379.51,C80775040,21235.0,11855.49,M106242974,0.0,0.0,0,0
207,12,PAYMENT,7582.68,C14093204,0.0,0.0,M985561185,0.0,0.0,0,0
208,12,PAYMENT,9965.62,C798591714,64623.0,54657.38,M1734200695,0.0,0.0,0,0
209,12,CASH_OUT,233579.65,C360232205,10238.0,0.0,C503677262,4800.0,364144.23,0,0
210,12,CASH_OUT,110718.83,C706546597,157560.5,46841.68,C1187639680,2264135.46,3373390.62,0,0
211,12,CASH_OUT,116769.26,C38759418,35708.0,0.0,C1314603465,329767.91,446537.17,0,0
212,12,PAYMENT,13535.06,C2095272780,0.0,0.0,M368773741,0.0,0.0,0,0
213,12,PAYMENT,3686.23,C1542250170,624563.21,620876.98,M988175548,0.0,0.0,0,0
214,12,CASH_OUT,354710.17,C132109603,108658.0,0.0,C393980565,1224352.64,3647341.98,0,0
215,12,CASH_IN,379070.12,C1589607419,3521045.46,3900115.58,C1174072748,1985388.15,1606318.03,0,0
216,12,PAYMENT,21846.78,C1229209253,10944.0,0.0,M204070852,0.0,0.0,0,0
217,12,CASH_OUT,180890.37,C1053775931,81432.0,0.0,C310772625,3268139.23,3437953.54,0,0
218,12,PAYMENT,10132.17,C761960294,35782.0,25649.83,M1782015904,0.0,0.0,0,0
219,12,CASH_OUT,24255.19,C170799893,9515.0,0.0,C639762179,1802514.33,1682090.55,0,0
220,12,CASH_OUT,229899.71,C107871844,235060.0,5160.29,C725603538,263917.88,242792.58,0,0
221,12,CASH_OUT,167760.79,C1009354414,49266.0,0.0,C1420087647,855716.87,1023477.66,0,0
222,12,PAYMENT,19181.18,C859465762,0.0,0.0,M1042858607,0.0,0.0,0,0
223,12,TRANSFER,1105276.05,C378780349,0.0,0.0,C1681202502,2645812.39,3536349.73,0,0
224,13,CASH_OUT,132347.69,C104657545,445.0,0.0,C1937294500,2424902.74,3505835.21,0,0
225,13,CASH_IN,262356.63,C1558348996,4652904.36,4915260.99,C909712865,2207339.12,2072788.96,0,0
226,13,CASH_IN,162369.52,C1198819861,0.0,162369.52,C1388889194,0.0,0.0,0,0
227,13,CASH_OUT,35810.3,C1791794238,0.0,0.0,C1181943270,1717581.95,1753392.25,0,0
228,13,CASH_OUT,86977.54,C1777406022,279.0,0.0,C735515568,558429.25,1048045.43,0,0
229,13,PAYMENT,15079.45,C10713330,152343.0,137263.55,M1641415662,0.0,0.0,0,0
230,13,TRANSFER,130116.25,C82391067,21189.0,0.0,C87192171,1067971.52,1198087.78,0,0
231,13,PAYMENT,7200.53,C416072824,95171.82,87971.29,M388217375,0.0,0.0,0,0
232,13,PAYMENT,21740.29,C1479179515,1197923.4,1176183.11,M1792329513,0.0,0.0,0,0
233,13,CASH_IN,236864.03,C1324239805,3822643.11,4059507.14,C234430897,2996630.3,3279046.1,0,0
234,13,CASH_IN,224120.2,C1938096159,7756818.07,7980938.27,C645610003,658959.48,434839.28,0,0
235,13,CASH_OUT,376330.49,C1389097296,0.0,0.0,C1791017898,539099.49,915429.98,0,0
236,13,PAYMENT,17113.16,C1836231912,32094.9,14981.74,M987768645,0.0,0.0,0,0
237,13,PAYMENT,17723.82,C1834681896,16206.0,0.0,M1836336235,0.0,0.0,0,0
238,13,CASH_IN,89921.13,C899437433,108273.0,198194.13,C1285876128,0.0,0.0,0,0
239,13,PAYMENT,8310.11,C1819825004,0.0,0.0,M853927483,0.0,0.0,0,0
240,13,PAYMENT,26719.75,C2118934857,581631.06,554911.31,M1201418874,0.0,0.0,0,0
241,13,CASH_IN,577951.63,C322245939,2155781.42,2733733.04,C1375936066,781669.28,203717.65,0,0
242,13,CASH_OUT,150294.98,C687278501,0.0,0.0,C1255753645,561955.17,0.0,0,0
243,13,PAYMENT,8311.09,C54672451,0.0,0.0,M873411977,0.0,0.0,0,0
244,13,CASH_OUT,55937.51,C1090605437,441.0,0.0,C1943367464,0.0,55937.51,0,0
245,13,CASH_OUT,6091.81,C1841696703,0.0,0.0,C197146622,165042.28,130604.03,0,0
246,13,CASH_IN,180967.13,C241854115,6559610.67,6740577.8,C1043819802,216597.46,35630.33,0,0
247,13,CASH_OUT,178040.72,C1946735813,254993.0,76952.28,C1591368346,667168.25,845208.97,0,0
248,13,PAYMENT,27953.27,C715566826,0.0,0.0,M1379600046,0.0,0.0,0,0
249,13,CASH_OUT,256603.8,C414265220,39779.0,0.0,C229354194,304839.03,561442.83,0,0
250,13,CASH_OUT,145678.72,C1145816808,0.0,0.0,C2005551176,453682.46,599361.19,0,0
251,13,TRANSFER,1103300.04,C1935603702,31628.0,0.0,C1184989162,179728.91,368300.93,0,0
252,13,TRANSFER,3014934.23,C1405787544,1472402.83,0.0,C55343755,485617.94,5711108.09,0,0
253,13,PAYMENT,18990.85,C281945772,392473.73,373482.87,M519220256,0.0,0.0,0,0
254,13,PAYMENT,10354.25,C1365201555,1235344.02,1224989.77,M1647616490,0.0,0.0,0,0
255,13,CASH_IN,248705.98,C121991923,5593470.89,5842176.88,C1672788422,262590.12,13884.13,0,0
256,13,PAYMENT,4044.68,C1984425773,234057.39,230012.7,M1277510394,0.0,0.0,0,0
257,13,CASH_OUT,42328.17,C1509732620,0.0,0.0,C1798100287,559142.27,601470.44,0,0
258,13,PAYMENT,1963.81,C1503540249,0.0,0.0,M648581377,0.0,0.0,0,0
259,13,PAYMENT,13073.26,C892544067,0.0,0.0,M494532542,0.0,0.0,0,0
260,13,CASH_IN,50012.65,C1347435729,7840134.8,7890147.45,C1761451001,125174.68,219564.12,0,0
261,13,PAYMENT,6033.62,C1229224251,0.0,0.0,M1646912334,0.0,0.0,0,0
262,13,PAYMENT,27023.81,C738956086,0.0,0.0,M904273166,0.0,0.0,0,0
263,13,PAYMENT,17313.15,C1276971090,798946.77,781633.61,M391845258,0.0,0.0,0,0
264,13,CASH_IN,166556.55,C1331948676,4726456.17,4893012.73,C836878317,3918012.86,3751456.31,0,0
265,13,CASH_OUT,401252.69,C1547700652,10596.0,0.0,C1074791243,12008.27,413260.96,0,0
266,13,CASH_OUT,349379.06,C1054623424,0.0,0.0,C1322450827,1741892.91,2356436.54,0,0
267,13,PAYMENT,3652.78,C1285459053,267215.71,263562.93,M1774349328,0.0,0.0,0,0
268,13,PAYMENT,2519.0,C1276888712,48659.77,46140.77,M1220291391,0.0,0.0,0,0
269,13,PAYMENT,17412.52,C965014551,1007430.68,990018.16,M944018075,0.0,0.0,0,0
270,13,CASH_IN,88129.31,C541058194,16805747.54,16893876.85,C194914592,10362027.56,10273898.25,0,0
271,13,CASH_OUT,156020.98,C1109737201,445568.52,289547.54,C657670477,1253104.79,1409125.76,0,0
272,13,CASH_OUT,245160.65,C991243091,22217.0,0.0,C1374813724,34442.81,279603.46,0,0
273,13,CASH_OUT,178468.24,C1043496708,0.0,0.0,C488346805,744361.25,922829.49,0,0
